"member_id","tree_id","full_name","gender","birth_date","death_date","biography","father_member_id","mother_member_id","generation"
"115314","3","邱红霞","M","0993-02-01","1072-02-22","家族始祖","","","1"
"115315","3","邱红","F","0989-09-24","1066-10-30","始祖配偶","","","1"
"115316","3","邱秀荣","F","1016-05-20","1022-07-11","平民","115314","115315","2"
"115317","3","邱雷","M","1023-03-11","1078-09-11","平民","115314","115315","2"
"115318","3","邱雪梅","F","1022-12-24","1097-03-31","平民","115314","115315","2"
"115319","3","邱丹丹","F","1013-10-05","1079-09-19","平民","115314","115315","2"
"115320","3","邱杨","M","1023-10-02","1068-04-19","平民","115314","115315","2"
"115321","3","邱利","M","1021-04-28","1105-01-21","平民","115314","115315","2"
"115322","3","邱利","M","1017-10-12","1084-04-09","平民","115314","115315","2"
"115323","3","邱志强","M","1016-03-05","1080-11-20","平民","115314","115315","2"
"115324","3","邱玉","F","1035-09-29","1119-08-07","平民","115314","115315","2"
"115325","3","邱亮","M","1033-03-09","1109-02-07","平民","115314","115315","2"
"115326","3","邱婷婷","F","1020-02-26","","姻亲·配偶","","","2"
"115327","3","邱淑珍","F","1026-05-20","","姻亲·配偶","","","2"
"115328","3","邱秀梅","F","1031-03-16","","姻亲·配偶","","","2"
"115329","3","邱云","F","1016-05-16","","姻亲·配偶","","","2"
"115330","3","邱丹丹","F","1018-11-17","","姻亲·配偶","","","2"
"115331","3","邱燕","F","1042-05-19","","姻亲·配偶","","","2"
"115332","3","邱伟","M","1011-09-17","","姻亲·配偶","","","2"
"115333","3","邱建华","M","1025-12-03","","姻亲·配偶","","","2"
"115334","3","邱坤","M","1014-03-12","","姻亲·配偶","","","2"
"115335","3","邱莉","F","1067-12-01","1075-10-04","平民","115317","115316","3"
"115336","3","邱建华","M","1050-06-14","1057-07-14","平民","115317","115316","3"
"115337","3","邱雷","M","1067-10-22","1140-03-20","平民","115317","115316","3"
"115338","3","邱佳","M","1049-11-24","1054-10-31","平民","115317","115316","3"
"115339","3","邱欢","M","1049-02-13","1116-12-15","平民","115317","115316","3"
"115340","3","邱刚","M","1056-02-10","1133-09-01","平民","115317","115330","3"
"115341","3","邱平","M","1056-04-28","1109-04-12","平民","115317","115330","3"
"115342","3","邱慧","F","1056-11-02","1129-09-05","平民","115317","115330","3"
"115343","3","邱晶","F","1050-10-15","1122-02-27","平民","115317","115330","3"
"115344","3","邱浩","M","1063-01-01","1125-03-04","平民","115320","115324","3"
"115345","3","邱玉","F","1060-12-11","1066-05-15","平民","115320","115324","3"
"115346","3","邱斌","M","1050-08-07","1051-11-04","平民","115320","115324","3"
"115347","3","邱建","M","1051-11-12","1109-09-17","平民","115320","115324","3"
"115348","3","邱宇","M","1050-06-08","1104-12-28","平民","115320","115324","3"
"115349","3","邱阳","M","1059-09-11","1148-06-09","平民","115320","115326","3"
"115350","3","邱海燕","F","1049-08-12","1055-10-02","平民","115320","115326","3"
"115351","3","邱秀英","F","1049-10-02","1056-02-24","平民","115320","115326","3"
"115352","3","邱桂香","F","1054-12-26","1115-07-04","平民","115320","115326","3"
"115353","3","邱飞","M","1049-06-01","1055-07-13","平民","115321","115331","3"
"115354","3","邱雪梅","F","1063-07-19","1146-12-16","平民","115321","115331","3"
"115355","3","邱玉梅","F","1055-03-13","1109-07-01","平民","115321","115331","3"
"115356","3","邱玲","F","1044-09-19","1045-09-14","平民","115321","115331","3"
"115357","3","邱刚","M","1047-11-29","1111-09-12","平民","115321","115331","3"
"115358","3","邱秀梅","F","1059-03-22","1122-12-08","平民","115321","115328","3"
"115359","3","邱鹏","M","1052-12-03","1060-07-29","平民","115321","115328","3"
"115360","3","邱玉英","F","1054-06-06","1112-03-11","平民","115321","115328","3"
"115361","3","邱丽丽","F","1039-01-28","1083-05-29","平民","115322","115319","3"
"115362","3","邱平","M","1049-04-03","1117-03-24","平民","115322","115319","3"
"115363","3","邱丽","F","1051-04-17","1123-10-19","平民","115322","115319","3"
"115364","3","邱博","M","1057-10-26","1137-06-28","平民","115322","115319","3"
"115365","3","邱超","M","1045-08-20","1113-07-12","平民","115322","115319","3"
"115366","3","邱桂芳","F","1041-01-25","1094-12-10","平民","115322","115327","3"
"115367","3","邱洁","F","1059-12-11","1067-02-15","平民","115322","115327","3"
"115368","3","邱玉","F","1060-10-13","1127-10-29","平民","115322","115327","3"
"115369","3","邱华","M","1052-12-27","1134-07-01","平民","115323","115329","3"
"115370","3","邱磊","M","1045-04-11","1092-12-10","平民","115323","115329","3"
"115371","3","邱成","M","1058-02-24","1063-08-22","平民","115323","115329","3"
"115372","3","邱丽丽","F","1048-01-07","1130-03-07","平民","115323","115329","3"
"115373","3","邱飞","M","1059-07-01","1105-10-15","平民","115323","115329","3"
"115374","3","邱雷","M","1039-10-28","1083-03-27","平民","115323","115318","3"
"115375","3","邱雪梅","F","1054-12-25","1128-03-18","平民","115323","115318","3"
"115376","3","邱欣","F","1041-01-06","1104-02-18","平民","115323","115318","3"
"115377","3","邱斌","M","1058-07-01","1117-04-19","平民","115325","115330","3"
"115378","3","邱博","M","1070-12-04","1133-10-02","平民","115325","115326","3"
"115379","3","邱倩","F","1065-09-13","1132-03-14","平民","115325","115328","3"
"115380","3","邱坤","M","1061-08-20","1102-10-06","平民","115325","115328","3"
"115381","3","邱鑫","M","1069-06-10","1128-05-04","平民","115325","115327","3"
"115382","3","邱坤","M","1075-01-12","1087-04-17","平民","115325","115327","3"
"115383","3","邱秀华","F","1072-11-27","1127-03-25","平民","115325","115318","3"
"115384","3","邱淑华","F","1076-05-06","1124-11-08","平民","115325","115318","3"
"115385","3","邱颖","F","1047-02-18","","姻亲·配偶","","","3"
"115386","3","邱秀兰","F","1069-05-18","","姻亲·配偶","","","3"
"115387","3","邱玉英","F","1044-03-06","","姻亲·配偶","","","3"
"115388","3","邱婷婷","F","1053-03-06","","姻亲·配偶","","","3"
"115389","3","邱丽丽","F","1048-03-21","","姻亲·配偶","","","3"
"115390","3","邱秀兰","F","1070-02-05","","姻亲·配偶","","","3"
"115391","3","邱玉珍","F","1059-09-21","","姻亲·配偶","","","3"
"115392","3","邱敏","F","1057-08-16","","姻亲·配偶","","","3"
"115393","3","邱萍","F","1057-04-22","","姻亲·配偶","","","3"
"115394","3","邱金凤","F","1040-11-05","","姻亲·配偶","","","3"
"115395","3","邱小红","F","1045-06-29","","姻亲·配偶","","","3"
"115396","3","邱玲","F","1053-10-19","","姻亲·配偶","","","3"
"115397","3","邱凤英","F","1048-02-23","","姻亲·配偶","","","3"
"115398","3","邱秀云","F","1059-08-27","","姻亲·配偶","","","3"
"115399","3","邱红梅","F","1042-11-11","","姻亲·配偶","","","3"
"115400","3","邱丽丽","F","1061-07-22","","姻亲·配偶","","","3"
"115401","3","邱桂芝","F","1042-07-24","","姻亲·配偶","","","3"
"115402","3","邱凤兰","F","1065-10-20","","姻亲·配偶","","","3"
"115403","3","邱颖","F","1054-09-27","","姻亲·配偶","","","3"
"115404","3","邱欣","F","1048-10-14","","姻亲·配偶","","","3"
"115405","3","邱丹丹","F","1056-10-07","","姻亲·配偶","","","3"
"115406","3","邱莹","F","1057-03-21","","姻亲·配偶","","","3"
"115407","3","邱玉英","F","1073-09-09","","姻亲·配偶","","","3"
"115408","3","邱英","F","1079-07-15","","姻亲·配偶","","","3"
"115409","3","邱凯","M","1069-02-04","","姻亲·配偶","","","3"
"115410","3","邱涛","M","1064-09-23","","姻亲·配偶","","","3"
"115411","3","邱林","M","1048-01-10","","姻亲·配偶","","","3"
"115412","3","邱波","M","1062-06-21","","姻亲·配偶","","","3"
"115413","3","邱利","M","1040-09-29","","姻亲·配偶","","","3"
"115414","3","邱鹏","M","1054-04-05","","姻亲·配偶","","","3"
"115415","3","邱军","M","1056-12-09","","姻亲·配偶","","","3"
"115416","3","邱帅","M","1063-10-07","","姻亲·配偶","","","3"
"115417","3","邱建华","M","1048-04-23","","姻亲·配偶","","","3"
"115418","3","邱勇","M","1042-03-15","","姻亲·配偶","","","3"
"115419","3","邱俊","M","1064-06-24","","姻亲·配偶","","","3"
"115420","3","邱涛","M","1056-02-06","","姻亲·配偶","","","3"
"115421","3","邱超","M","1036-08-04","","姻亲·配偶","","","3"
"115422","3","邱文","M","1042-12-12","","姻亲·配偶","","","3"
"115423","3","邱建华","M","1046-01-10","","姻亲·配偶","","","3"
"115424","3","邱磊","M","1064-07-01","","姻亲·配偶","","","3"
"115425","3","邱文","M","1062-04-06","","姻亲·配偶","","","3"
"115426","3","邱雷","M","1047-09-25","","姻亲·配偶","","","3"
"115427","3","邱亮","M","1064-09-26","","姻亲·配偶","","","3"
"115428","3","邱建平","M","1047-02-04","","姻亲·配偶","","","3"
"115429","3","邱成","M","1065-07-31","","姻亲·配偶","","","3"
"115430","3","邱岩","M","1075-07-18","","姻亲·配偶","","","3"
"115431","3","邱凤兰","F","1088-09-23","1154-04-30","平民","115337","115372","4"
"115432","3","邱秀云","F","1088-05-11","1090-06-13","平民","115337","115372","4"
"115433","3","邱林","M","1098-06-28","1174-07-28","平民","115337","115372","4"
"115434","3","邱红梅","F","1106-11-05","1183-03-10","平民","115337","115372","4"
"115435","3","邱桂香","F","1096-10-15","1169-08-31","平民","115337","115372","4"
"115436","3","邱秀荣","F","1098-01-21","1163-01-16","平民","115337","115372","4"
"115437","3","邱秀英","F","1092-03-25","1163-01-12","平民","115337","115363","4"
"115438","3","邱佳","M","1111-12-18","1161-02-15","平民","115337","115363","4"
"115439","3","邱健","M","1090-09-15","1164-02-13","平民","115337","115363","4"
"115440","3","邱宁","M","1110-12-09","1188-01-06","平民","115337","115363","4"
"115441","3","邱俊","M","1093-07-23","1151-04-15","平民","115337","115363","4"
"115442","3","邱坤","M","1088-10-19","1163-04-22","平民","115337","115363","4"
"115443","3","邱志强","M","1100-11-25","1163-06-07","平民","115337","115383","4"
"115444","3","邱兰英","F","1081-02-24","1162-01-27","平民","115339","115366","4"
"115445","3","邱红","F","1071-08-23","1115-01-17","平民","115339","115366","4"
