"member_id","tree_id","full_name","gender","birth_date","death_date","biography","father_member_id","mother_member_id","generation"
"165977","10","兰杨","M","0990-10-21","1056-08-24","家族始祖","","","1"
"165978","10","兰秀梅","F","0988-02-10","1057-12-16","始祖配偶","","","1"
"165979","10","兰冬梅","F","1024-07-09","1106-10-01","平民","165977","165978","2"
"165980","10","兰秀珍","F","1035-10-04","1108-06-09","平民","165977","165978","2"
"165981","10","兰瑞","M","1024-03-14","1064-05-14","平民","165977","165978","2"
"165982","10","兰建","M","1022-09-18","1100-08-05","平民","165977","165978","2"
"165983","10","兰阳","M","1013-07-15","1097-12-10","平民","165977","165978","2"
"165984","10","兰琳","F","1029-08-05","1118-03-24","平民","165977","165978","2"
"165985","10","兰飞","M","1011-12-16","1068-06-12","平民","165977","165978","2"
"165986","10","兰宁","M","1030-12-22","1090-11-11","平民","165977","165978","2"
"165987","10","兰华","M","1024-05-20","1075-08-17","平民","165977","165978","2"
"165988","10","兰帅","M","1032-08-31","1083-03-29","平民","165977","165978","2"
"165989","10","兰兰英","F","1029-08-21","","姻亲·配偶","","","2"
"165990","10","兰淑兰","F","1023-10-12","","姻亲·配偶","","","2"
"165991","10","兰丹","F","1003-08-22","","姻亲·配偶","","","2"
"165992","10","兰琳","F","1010-10-09","","姻亲·配偶","","","2"
"165993","10","兰玉","F","1022-06-11","","姻亲·配偶","","","2"
"165994","10","兰红梅","F","1030-12-16","","姻亲·配偶","","","2"
"165995","10","兰玉梅","F","1040-08-08","","姻亲·配偶","","","2"
"165996","10","兰峰","M","1034-04-14","","姻亲·配偶","","","2"
"165997","10","兰彬","M","1032-01-24","","姻亲·配偶","","","2"
"165998","10","兰红霞","M","1020-03-22","","姻亲·配偶","","","2"
"165999","10","兰晨","M","1052-04-13","1063-07-26","平民","165981","165979","3"
"166000","10","兰建国","M","1068-01-28","1134-05-16","平民","165981","165979","3"
"166001","10","兰勇","M","1050-12-03","1113-01-12","平民","165981","165979","3"
"166002","10","兰英","F","1068-07-24","1141-11-09","平民","165981","165979","3"
"166003","10","兰超","M","1058-03-30","1102-06-10","平民","165981","165979","3"
"166004","10","兰凤兰","F","1064-09-16","1128-10-07","平民","165981","165990","3"
"166005","10","兰超","M","1047-09-29","1104-11-13","平民","165981","165990","3"
"166006","10","兰艳","F","1068-12-25","1132-07-27","平民","165981","165990","3"
"166007","10","兰红霞","M","1053-03-22","1130-11-03","平民","165982","165991","3"
"166008","10","兰凤兰","F","1056-08-10","1119-03-21","平民","165982","165991","3"
"166009","10","兰淑珍","F","1057-08-10","1127-11-15","平民","165982","165991","3"
"166010","10","兰超","M","1047-12-28","1122-09-13","平民","165982","165991","3"
"166011","10","兰红霞","M","1056-01-26","1115-05-20","平民","165982","165991","3"
"166012","10","兰东","M","1043-11-18","1127-10-19","平民","165982","165980","3"
"166013","10","兰金凤","F","1053-02-07","1104-09-07","平民","165982","165980","3"
"166014","10","兰刚","M","1043-03-29","1126-04-27","平民","165983","165994","3"
"166015","10","兰岩","M","1035-05-11","1094-04-21","平民","165983","165994","3"
"166016","10","兰浩","M","1037-08-16","1048-03-02","平民","165983","165994","3"
"166017","10","兰鹏","M","1042-03-30","1099-05-07","平民","165983","165994","3"
"166018","10","兰兰英","F","1041-12-02","1090-06-24","平民","165983","165994","3"
"166019","10","兰秀芳","F","1048-05-07","1121-04-11","平民","165983","165993","3"
"166020","10","兰坤","M","1054-04-16","1139-07-23","平民","165983","165993","3"
"166021","10","兰雪梅","F","1042-12-27","1106-03-06","平民","165985","165989","3"
"166022","10","兰超","M","1056-08-13","1061-04-14","平民","165985","165989","3"
