"member_id","tree_id","full_name","gender","birth_date","death_date","biography","father_member_id","mother_member_id","generation"
"194196","14","张凯","M","1015-10-31","1068-12-21","家族始祖","","","1"
"194197","14","张丹","F","1013-07-26","1072-06-07","始祖配偶","","","1"
"194198","14","张霞","F","1042-03-15","1123-03-18","平民","194196","194197","2"
"194199","14","张霞","F","1057-10-13","1058-10-19","平民","194196","194197","2"
"194200","14","张雪梅","F","1051-06-19","1123-12-24","平民","194196","194197","2"
"194201","14","张雪","F","1060-06-26","1120-08-14","平民","194196","194197","2"
"194202","14","张欢","M","1048-03-22","1098-03-06","平民","194196","194197","2"
"194203","14","张林","M","1058-09-24","1107-03-06","平民","194196","194197","2"
"194204","14","张欢","M","1036-11-20","1102-09-11","平民","194196","194197","2"
"194205","14","张淑英","F","1046-07-18","1117-06-14","平民","194196","194197","2"
"194206","14","张飞","M","1060-01-06","1141-02-21","平民","194196","194197","2"
"194207","14","张阳","M","1040-04-17","1114-02-01","平民","194196","194197","2"
"194208","14","张秀珍","F","1045-01-31","","姻亲·配偶","","","2"
"194209","14","张梅","F","1060-01-01","","姻亲·配偶","","","2"
"194210","14","张凤兰","F","1027-07-04","","姻亲·配偶","","","2"
"194211","14","张淑珍","F","1068-12-17","","姻亲·配偶","","","2"
"194212","14","张淑华","F","1036-03-31","","姻亲·配偶","","","2"
"194213","14","张帆","M","1041-02-12","","姻亲·配偶","","","2"
"194214","14","张军","M","1053-03-05","","姻亲·配偶","","","2"
"194215","14","张健","M","1053-06-11","","姻亲·配偶","","","2"
"194216","14","张飞","M","1061-01-15","","姻亲·配偶","","","2"
"194217","14","张建平","M","1036-10-16","","姻亲·配偶","","","2"
"194218","14","张秀英","F","1078-07-21","1139-09-24","平民","194202","194209","3"
"194219","14","张洁","F","1092-12-18","1172-11-23","平民","194202","194209","3"
"194220","14","张建平","M","1081-09-05","1085-12-08","平民","194202","194209","3"
"194221","14","张晨","M","1086-11-16","1142-01-14","平民","194202","194209","3"
"194222","14","张婷","F","1073-02-05","1133-02-09","平民","194202","194209","3"
"194223","14","张欢","M","1087-01-27","1176-05-31","平民","194202","194199","3"
"194224","14","张淑兰","F","1072-12-05","1131-09-21","平民","194202","194199","3"
"194225","14","张玉梅","F","1081-12-03","1169-02-28","平民","194202","194199","3"
"194226","14","张畅","F","1090-11-22","1167-02-06","平民","194202","194199","3"
"194227","14","张秀珍","F","1076-09-30","1155-02-05","平民","194202","194199","3"
"194228","14","张磊","M","1094-06-08","1146-06-03","平民","194203","194198","3"
"194229","14","张建军","M","1081-12-09","1145-08-30","平民","194203","194198","3"
"194230","14","张飞","M","1098-03-16","1158-05-04","平民","194203","194198","3"
"194231","14","张春梅","F","1095-07-19","1158-09-12","平民","194203","194198","3"
"194232","14","张静","F","1083-07-04","1136-07-16","平民","194203","194198","3"
"194233","14","张丽","F","1083-06-19","1170-06-30","平民","194203","194201","3"
"194234","14","张丽丽","F","1103-05-07","1170-07-04","平民","194203","194201","3"
"194235","14","张晨","M","1101-09-29","1180-08-13","平民","194203","194201","3"
"194236","14","张凯","M","1102-08-22","1164-11-11","平民","194203","194201","3"
"194237","14","张秀华","F","1095-08-20","1172-06-28","平民","194203","194201","3"
"194238","14","张峰","M","1065-11-14","1122-09-19","平民","194204","194211","3"
"194239","14","张玉兰","F","1074-07-27","1141-09-21","平民","194204","194211","3"
"194240","14","张利","M","1075-05-25","1145-07-16","平民","194204","194211","3"
"194241","14","张燕","F","1061-04-24","1132-09-15","平民","194204","194211","3"
"194242","14","张丽丽","F","1062-11-04","1075-10-26","平民","194204","194211","3"
"194243","14","张涛","M","1061-07-05","1111-03-01","平民","194204","194205","3"
"194244","14","张亮","M","1075-04-12","1144-10-11","平民","194204","194205","3"
"194245","14","张桂珍","F","1068-12-24","1071-09-07","平民","194204","194205","3"
"194246","14","张淑珍","F","1068-09-07","1141-02-02","平民","194204","194205","3"
"194247","14","张秀华","F","1080-05-01","1121-08-01","平民","194204","194205","3"
"194248","14","张鹏","M","1082-10-10","1163-10-20","平民","194206","194200","3"
"194249","14","张利","M","1095-10-25","1098-09-22","平民","194206","194200","3"
"194250","14","张玉兰","F","1101-10-16","1169-11-03","平民","194206","194200","3"
"194251","14","张飞","M","1103-06-25","1165-04-04","平民","194206","194200","3"
"194252","14","张林","M","1081-02-24","1152-03-12","平民","194206","194200","3"
"194253","14","张辉","M","1084-12-03","1141-10-29","平民","194206","194208","3"
"194254","14","张明","M","1102-04-02","1145-04-24","平民","194206","194208","3"
"194255","14","张瑞","M","1084-01-31","1133-02-10","平民","194206","194208","3"
"194256","14","张玉","F","1098-03-24","1157-06-15","平民","194206","194208","3"
"194257","14","张伟","M","1093-03-03","1163-08-10","平民","194206","194208","3"
"194258","14","张瑜","F","1061-06-25","1147-08-09","平民","194207","194210","3"
