"member_id","tree_id","full_name","gender","birth_date","death_date","biography","father_member_id","mother_member_id","generation"
"107165","2","熊军","M","1016-08-25","1066-10-12","家族始祖","","","1"
"107166","2","熊英","F","1012-05-17","1066-07-07","始祖配偶","","","1"
"107167","2","熊勇","M","1055-01-20","1121-03-05","平民","107165","107166","2"
"107168","2","熊婷婷","F","1059-09-26","1117-03-12","平民","107165","107166","2"
"107169","2","熊鑫","M","1043-06-02","1116-03-19","平民","107165","107166","2"
"107170","2","熊娟","F","1048-03-31","1055-11-05","平民","107165","107166","2"
"107171","2","熊宇","M","1043-08-26","1048-06-05","平民","107165","107166","2"
"107172","2","熊林","M","1055-09-30","1118-07-10","平民","107165","107166","2"
"107173","2","熊淑珍","F","1054-10-15","1142-03-13","平民","107165","107166","2"
"107174","2","熊燕","F","1056-05-07","1105-08-15","平民","107165","107166","2"
"107175","2","熊岩","M","1039-05-17","1094-10-25","平民","107165","107166","2"
"107176","2","熊欣","F","1037-05-01","1104-06-11","平民","107165","107166","2"
"107177","2","熊丹丹","F","1055-08-02","","姻亲·配偶","","","2"
"107178","2","熊秀云","F","1034-11-12","","姻亲·配偶","","","2"
"107179","2","熊艳","F","1037-01-14","","姻亲·配偶","","","2"
"107180","2","熊红梅","F","1057-01-12","","姻亲·配偶","","","2"
"107181","2","熊秀芳","F","1048-07-05","","姻亲·配偶","","","2"
"107182","2","熊志强","M","1059-05-19","","姻亲·配偶","","","2"
"107183","2","熊平","M","1054-08-11","","姻亲·配偶","","","2"
"107184","2","熊勇","M","1063-10-12","","姻亲·配偶","","","2"
"107185","2","熊雷","M","1052-11-21","","姻亲·配偶","","","2"
"107186","2","熊东","M","1043-12-23","","姻亲·配偶","","","2"
"107187","2","熊龙","M","1095-12-11","1181-08-15","平民","107167","107176","3"
"107188","2","熊利","M","1076-05-06","1132-10-23","平民","107167","107176","3"
"107189","2","熊辉","M","1090-12-06","1175-03-27","平民","107167","107176","3"
"107190","2","熊帆","M","1090-12-06","1159-01-19","平民","107167","107176","3"
"107191","2","熊文","M","1079-05-21","1140-05-22","平民","107167","107176","3"
"107192","2","熊成","M","1079-07-17","1164-04-15","平民","107167","107180","3"
"107193","2","熊玲","F","1091-04-24","1169-06-26","平民","107167","107180","3"
"107194","2","熊秀华","F","1084-03-05","1094-11-16","平民","107167","107180","3"
"107195","2","熊磊","M","1074-12-07","1152-05-07","平民","107167","107180","3"
"107196","2","熊建平","M","1097-12-29","1106-12-05","平民","107167","107180","3"
"107197","2","熊丽华","F","1079-01-13","1126-11-25","平民","107167","107177","3"
"107198","2","熊莹","F","1098-06-02","1151-08-01","平民","107167","107177","3"
"107199","2","熊刚","M","1084-04-11","1168-08-16","平民","107167","107177","3"
"107200","2","熊慧","F","1067-05-16","1136-09-06","平民","107169","107170","3"
"107201","2","熊小红","F","1076-10-14","1157-07-17","平民","107169","107170","3"
"107202","2","熊健","M","1084-02-13","1154-02-13","平民","107169","107170","3"
"107203","2","熊红梅","F","1071-07-07","1161-05-14","平民","107169","107170","3"
"107204","2","熊芳","F","1069-06-07","1125-09-01","平民","107169","107170","3"
"107205","2","熊兵","M","1076-04-30","1126-09-24","平民","107169","107174","3"
"107206","2","熊平","M","1080-02-23","1123-08-23","平民","107169","107174","3"
"107207","2","熊楠","M","1066-07-21","1124-06-11","平民","107169","107174","3"
"107208","2","熊宇","M","1065-04-01","1126-10-30","平民","107169","107174","3"
"107209","2","熊娜","F","1067-01-31","1120-03-07","平民","107169","107174","3"
"107210","2","熊建平","M","1079-11-01","1121-02-25","平民","107169","107179","3"
"107211","2","熊桂荣","F","1085-02-07","1148-08-14","平民","107169","107179","3"
"107212","2","熊雪梅","F","1075-07-21","1126-10-17","平民","107169","107179","3"
"107213","2","熊柳","F","1089-09-07","1136-12-10","平民","107172","107168","3"
"107214","2","熊东","M","1077-11-14","1146-09-15","平民","107172","107168","3"
"107215","2","熊秀英","F","1098-08-02","1150-08-19","平民","107172","107168","3"
"107216","2","熊桂荣","F","1093-02-18","1151-05-12","平民","107172","107168","3"
"107217","2","熊建华","M","1099-12-12","1110-09-17","平民","107172","107168","3"
"107218","2","熊桂香","F","1092-12-04","1162-08-07","平民","107172","107181","3"
"107219","2","熊健","M","1088-11-15","1145-08-03","平民","107172","107181","3"
"107220","2","熊淑珍","F","1083-11-27","1150-07-18","平民","107172","107181","3"
"107221","2","熊宇","M","1087-09-29","1130-10-18","平民","107172","107181","3"
"107222","2","熊玉梅","F","1096-10-01","1141-06-07","平民","107172","107181","3"
"107223","2","熊平","M","1083-01-03","1168-11-22","平民","107172","107173","3"
"107224","2","熊亮","M","1084-12-24","1150-03-24","平民","107172","107173","3"
"107225","2","熊静","F","1064-10-28","1126-11-29","平民","107175","107178","3"
"107226","2","熊丽华","F","1065-02-18","1144-05-06","平民","107175","107178","3"
"107227","2","熊玉","F","1063-04-01","1118-05-07","平民","107175","107178","3"
"107228","2","熊斌","M","1076-12-08","1144-11-26","平民","107175","107178","3"
"107229","2","熊桂荣","F","1059-08-07","1114-01-17","平民","107175","107178","3"
"107230","2","熊东","M","1071-11-22","1125-12-18","平民","107175","107177","3"
"107231","2","熊莉","F","1062-11-27","1146-07-09","平民","107175","107177","3"
"107232","2","熊婷","F","1065-09-23","1111-05-17","平民","107175","107179","3"
"107233","2","熊辉","M","1082-11-08","1154-02-19","平民","107175","107179","3"
"107234","2","熊波","M","1067-06-27","1151-11-09","平民","107175","107173","3"
"107235","2","熊桂芳","F","1069-10-06","1144-12-01","平民","107175","107173","3"
"107236","2","熊强","M","1060-12-22","1135-01-09","平民","107175","107173","3"
"107237","2","熊静","F","1079-01-12","","姻亲·配偶","","","3"
"107238","2","熊梅","F","1099-06-03","","姻亲·配偶","","","3"
"107239","2","熊桂芝","F","1084-06-25","","姻亲·配偶","","","3"
"107240","2","熊晶","F","1088-01-12","","姻亲·配偶","","","3"
"107241","2","熊雪","F","1074-09-30","","姻亲·配偶","","","3"
"107242","2","熊玉兰","F","1084-05-22","","姻亲·配偶","","","3"
"107243","2","熊玉兰","F","1105-03-25","","姻亲·配偶","","","3"
"107244","2","熊丽","F","1084-01-02","","姻亲·配偶","","","3"
"107245","2","熊桂兰","F","1087-02-01","","姻亲·配偶","","","3"
