"member_id","tree_id","full_name","gender","birth_date","death_date","biography","father_member_id","mother_member_id","generation"
"129453","5","王洋","M","1001-06-07","1061-07-17","家族始祖","","","1"
"129454","5","王秀华","F","0999-08-13","1078-10-05","始祖配偶","","","1"
"129455","5","王博","M","1025-10-16","1087-06-08","平民","129453","129454","2"
"129456","5","王洋","M","1043-01-13","1083-01-26","平民","129453","129454","2"
"129457","5","王刚","M","1033-11-06","1105-01-27","平民","129453","129454","2"
"129458","5","王娟","F","1043-08-04","1086-09-26","平民","129453","129454","2"
"129459","5","王桂花","F","1021-08-12","1026-11-26","平民","129453","129454","2"
"129460","5","王小红","F","1035-02-04","1101-09-02","平民","129453","129454","2"
"129461","5","王鹏","M","1037-02-19","1090-03-22","平民","129453","129454","2"
"129462","5","王玉梅","F","1021-09-01","1093-11-14","平民","129453","129454","2"
"129463","5","王丹丹","F","1025-08-25","1084-09-16","平民","129453","129454","2"
"129464","5","王丽","F","1025-04-02","1025-12-09","平民","129453","129454","2"
"129465","5","王红梅","F","1034-09-04","","姻亲·配偶","","","2"
"129466","5","王红梅","F","1041-03-21","","姻亲·配偶","","","2"
"129467","5","王丹丹","F","1040-08-07","","姻亲·配偶","","","2"
"129468","5","王琴","F","1039-11-03","","姻亲·配偶","","","2"
"129469","5","王红霞","M","1027-09-21","","姻亲·配偶","","","2"
"129470","5","王华","M","1031-06-10","","姻亲·配偶","","","2"
"129471","5","王涛","M","1031-02-20","","姻亲·配偶","","","2"
"129472","5","王宁","M","1031-04-04","","姻亲·配偶","","","2"
"129473","5","王军","M","1017-11-22","","姻亲·配偶","","","2"
"129474","5","王林","M","1053-01-01","1123-03-13","平民","129455","129459","3"
"129475","5","王兵","M","1057-08-10","1105-02-16","平民","129455","129459","3"
"129476","5","王博","M","1066-04-03","1144-04-19","平民","129455","129459","3"
"129477","5","王璐","F","1062-02-06","1139-12-18","平民","129455","129459","3"
"129478","5","王林","M","1052-05-18","1096-07-07","平民","129455","129459","3"
"129479","5","王莉","F","1061-04-26","1136-02-24","平民","129455","129468","3"
"129480","5","王璐","F","1047-02-20","1059-01-25","平民","129455","129468","3"
"129481","5","王凤兰","F","1046-07-15","1091-02-12","平民","129455","129468","3"
"129482","5","王桂花","F","1047-05-16","1107-03-18","平民","129455","129468","3"
"129483","5","王玉兰","F","1057-06-05","1141-12-04","平民","129455","129468","3"
"129484","5","王秀珍","F","1067-01-17","1127-01-20","平民","129455","129458","3"
"129485","5","王莹","F","1053-08-10","1057-03-21","平民","129455","129458","3"
"129486","5","王杨","M","1060-07-08","1138-03-14","平民","129455","129458","3"
"129487","5","王梅","F","1078-08-27","1127-12-04","平民","129456","129462","3"
"129488","5","王兵","M","1081-04-01","1148-07-06","平民","129456","129462","3"
"129489","5","王畅","F","1071-06-06","1116-03-22","平民","129456","129462","3"
"129490","5","王文","M","1075-02-23","1131-05-08","平民","129456","129462","3"
"129491","5","王建","M","1077-12-26","1131-03-02","平民","129456","129462","3"
"129492","5","王桂兰","F","1068-08-22","1079-05-12","平民","129456","129464","3"
"129493","5","王欣","F","1079-09-08","1123-10-16","平民","129456","129464","3"
"129494","5","王明","M","1070-11-19","1148-04-02","平民","129456","129464","3"
"129495","5","王秀荣","F","1078-08-14","1129-04-16","平民","129456","129464","3"
"129496","5","王淑英","F","1068-11-27","1155-04-01","平民","129456","129464","3"
"129497","5","王淑英","F","1065-06-12","1134-12-25","平民","129456","129460","3"
"129498","5","王丽丽","F","1084-07-04","1168-09-22","平民","129456","129460","3"
"129499","5","王伟","M","1080-06-16","1128-02-27","平民","129456","129460","3"
"129500","5","王英","F","1057-11-04","1107-07-28","平民","129457","129467","3"
"129501","5","王春梅","F","1055-03-15","1107-08-03","平民","129457","129467","3"
"129502","5","王晨","M","1057-04-17","1100-08-25","平民","129457","129467","3"
"129503","5","王丽华","F","1077-06-09","1128-03-21","平民","129457","129467","3"
"129504","5","王玉珍","F","1073-12-04","1132-08-03","平民","129457","129467","3"
"129505","5","王芳","F","1071-09-17","1150-05-13","平民","129457","129466","3"
"129506","5","王建","M","1055-02-14","1059-01-05","平民","129457","129466","3"
"129507","5","王秀珍","F","1062-04-13","1118-03-29","平民","129457","129466","3"
"129508","5","王兵","M","1069-05-28","1118-01-12","平民","129457","129466","3"
"129509","5","王文","M","1061-12-23","1122-10-09","平民","129457","129466","3"
"129510","5","王梅","F","1060-10-17","1110-11-21","平民","129457","129463","3"
"129511","5","王丽华","F","1076-12-07","1127-09-19","平民","129457","129463","3"
"129512","5","王梅","F","1081-01-25","1129-12-18","平民","129461","129465","3"
"129513","5","王玉","F","1067-04-27","1150-08-24","平民","129461","129465","3"
"129514","5","王志强","M","1063-04-26","1105-01-26","平民","129461","129465","3"
"129515","5","王凤英","F","1075-05-13","1087-02-16","平民","129461","129465","3"
"129516","5","王帆","M","1067-07-10","1153-08-22","平民","129461","129465","3"
"129517","5","王俊","M","1063-07-09","1134-02-22","平民","129461","129458","3"
"129518","5","王娜","F","1067-09-06","1145-08-09","平民","129461","129458","3"
"129519","5","王颖","F","1058-07-08","1120-04-30","平民","129461","129460","3"
"129520","5","王红梅","F","1074-02-10","1126-04-09","平民","129461","129460","3"
"129521","5","王淑华","F","1057-07-09","1124-11-15","平民","129461","129463","3"
"129522","5","王秀芳","F","1081-03-29","1135-06-17","平民","129461","129463","3"
"129523","5","王淑华","F","1065-04-01","1138-05-02","平民","129461","129463","3"
"129524","5","王兰英","F","1057-11-26","","姻亲·配偶","","","3"
"129525","5","王丹丹","F","1058-01-10","","姻亲·配偶","","","3"
"129526","5","王畅","F","1045-02-19","","姻亲·配偶","","","3"
"129527","5","王玉兰","F","1051-07-04","","姻亲·配偶","","","3"
"129528","5","王丽华","F","1083-10-08","","姻亲·配偶","","","3"
"129529","5","王畅","F","1068-09-01","","姻亲·配偶","","","3"
"129530","5","王秀云","F","1077-12-16","","姻亲·配偶","","","3"
"129531","5","王玉英","F","1077-12-12","","姻亲·配偶","","","3"
"129532","5","王丽","F","1087-11-05","","姻亲·配偶","","","3"
"129533","5","王英","F","1057-03-14","","姻亲·配偶","","","3"
"129534","5","王淑华","F","1058-02-06","","姻亲·配偶","","","3"
"129535","5","王丹","F","1063-04-20","","姻亲·配偶","","","3"
"129536","5","王瑜","F","1055-05-17","","姻亲·配偶","","","3"
"129537","5","王红梅","F","1072-03-22","","姻亲·配偶","","","3"
"129538","5","王英","F","1065-06-19","","姻亲·配偶","","","3"
"129539","5","王建平","M","1068-11-06","","姻亲·配偶","","","3"
"129540","5","王想","M","1061-10-13","","姻亲·配偶","","","3"
"129541","5","王龙","M","1043-08-20","","姻亲·配偶","","","3"
"129542","5","王鹏","M","1042-04-13","","姻亲·配偶","","","3"
"129543","5","王杰","M","1043-10-29","","姻亲·配偶","","","3"
"129544","5","王鹏","M","1053-05-19","","姻亲·配偶","","","3"
"129545","5","王宇","M","1061-01-10","","姻亲·配偶","","","3"
"129546","5","王岩","M","1051-08-02","","姻亲·配偶","","","3"
"129547","5","王洋","M","1075-07-12","","姻亲·配偶","","","3"
"129548","5","王帆","M","1068-05-21","","姻亲·配偶","","","3"
"129549","5","王晨","M","1075-09-02","","姻亲·配偶","","","3"
"129550","5","王彬","M","1075-02-12","","姻亲·配偶","","","3"
"129551","5","王涛","M","1060-06-30","","姻亲·配偶","","","3"
"129552","5","王欢","M","1075-05-01","","姻亲·配偶","","","3"
"129553","5","王博","M","1081-08-06","","姻亲·配偶","","","3"
"129554","5","王楠","M","1048-12-01","","姻亲·配偶","","","3"
"129555","5","王鹏","M","1065-02-28","","姻亲·配偶","","","3"
"129556","5","王兵","M","1086-02-01","","姻亲·配偶","","","3"
"129557","5","王洋","M","1072-07-12","","姻亲·配偶","","","3"
"129558","5","王勇","M","1076-06-24","","姻亲·配偶","","","3"
"129559","5","王明","M","1057-03-05","","姻亲·配偶","","","3"
"129560","5","王峰","M","1067-08-16","","姻亲·配偶","","","3"
"129561","5","王浩","M","1074-01-13","","姻亲·配偶","","","3"
"129562","5","王涛","M","1076-03-17","","姻亲·配偶","","","3"
"129563","5","王彬","M","1072-05-08","","姻亲·配偶","","","3"
"129564","5","王林","M","1069-07-31","","姻亲·配偶","","","3"
"129565","5","王宁","M","1076-03-29","","姻亲·配偶","","","3"
"129566","5","王洋","M","1052-02-09","","姻亲·配偶","","","3"
"129567","5","王志强","M","1078-11-01","","姻亲·配偶","","","3"
"129568","5","王磊","M","1063-09-21","","姻亲·配偶","","","3"
"129569","5","王建华","M","1072-06-22","","姻亲·配偶","","","3"
"129570","5","王秀珍","F","1076-07-20","1118-07-15","平民","129474","129507","4"
"129571","5","王鑫","M","1091-04-24","1137-02-15","平民","129474","129507","4"
"129572","5","王燕","F","1090-01-07","1155-02-16","平民","129474","129507","4"
"129573","5","王凯","M","1087-05-25","1141-09-06","平民","129474","129507","4"
"129574","5","王志强","M","1095-11-04","1185-08-02","平民","129474","129507","4"
"129575","5","王春梅","F","1076-07-29","1143-08-18","平民","129474","129507","4"
"129576","5","王瑜","F","1076-08-12","1143-01-27","平民","129474","129479","4"
"129577","5","王春梅","F","1085-07-12","1144-02-11","平民","129474","129479","4"
"129578","5","王鹏","M","1077-06-10","1153-01-30","平民","129474","129479","4"
"129579","5","王建","M","1084-06-21","1097-05-11","平民","129474","129479","4"
"129580","5","王兵","M","1081-04-08","1083-05-13","平民","129474","129479","4"
"129581","5","王利","M","1074-02-18","1077-02-20","平民","129474","129479","4"
"129582","5","王岩","M","1082-07-27","1151-10-19","平民","129474","129480","4"
"129583","5","王斌","M","1085-04-20","1162-04-03","平民","129474","129480","4"
"129584","5","王波","M","1085-12-16","1171-03-03","平民","129474","129480","4"
"129585","5","王超","M","1075-10-11","1124-06-12","平民","129474","129480","4"
"129586","5","王艳","F","1086-02-15","1146-03-19","平民","129475","129534","4"
"129587","5","王艳","F","1079-01-22","1123-01-21","平民","129475","129534","4"
"129588","5","王成","M","1093-09-19","1104-08-10","平民","129475","129534","4"
"129589","5","王龙","M","1088-05-05","1142-07-09","平民","129475","129534","4"
"129590","5","王晨","M","1101-01-29","1173-01-20","平民","129475","129534","4"
"129591","5","王帆","M","1099-02-21","1175-06-03","平民","129475","129534","4"
"129592","5","王峰","M","1101-10-26","1188-04-20","平民","129475","129526","4"
"129593","5","王云","F","1101-06-13","1182-05-15","平民","129475","129526","4"
"129594","5","王春梅","F","1082-05-17","1149-06-06","平民","129475","129526","4"
"129595","5","王琳","F","1097-01-10","1141-12-22","平民","129475","129526","4"
"129596","5","王想","M","1097-12-12","1157-08-27","平民","129475","129526","4"
"129597","5","王琳","F","1084-04-30","1168-11-19","平民","129475","129526","4"
"129598","5","王红梅","F","1080-09-10","1169-12-02","平民","129475","129481","4"
"129599","5","王柳","F","1087-01-25","1146-10-04","平民","129475","129481","4"
"129600","5","王桂芝","F","1096-08-01","1105-11-03","平民","129475","129481","4"
"129601","5","王颖","F","1096-06-19","1186-05-18","平民","129475","129481","4"
"129602","5","王健","M","1106-11-04","1108-08-08","平民","129476","129496","4"
"129603","5","王勇","M","1088-07-11","1144-11-20","平民","129476","129496","4"
"129604","5","王佳","M","1098-06-03","1148-06-19","平民","129476","129496","4"
"129605","5","王想","M","1100-09-15","1141-08-22","平民","129476","129496","4"
"129606","5","王晨","M","1086-09-08","1161-09-29","平民","129476","129496","4"
"129607","5","王娟","F","1101-04-04","1188-12-04","平民","129476","129496","4"
"129608","5","王芳","F","1091-04-22","1175-01-31","平民","129476","129482","4"
"129609","5","王想","M","1106-07-07","1189-11-28","平民","129476","129482","4"
"129610","5","王健","M","1110-02-27","1167-10-12","平民","129476","129482","4"
"129611","5","王利","M","1099-10-19","1162-05-02","平民","129476","129482","4"
"129612","5","王成","M","1100-01-25","1163-06-06","平民","129476","129482","4"
"129613","5","王建华","M","1101-12-06","1191-10-09","平民","129476","129482","4"
"129614","5","王楠","M","1089-06-28","1144-02-05","平民","129476","129485","4"
"129615","5","王欢","M","1103-02-17","1178-09-23","平民","129476","129485","4"
"129616","5","王凤兰","F","1090-08-10","1094-04-23","平民","129476","129485","4"
"129617","5","王桂荣","F","1105-07-15","1184-04-14","平民","129476","129485","4"
"129618","5","王鑫","M","1087-05-31","1129-08-04","平民","129478","129511","4"
"129619","5","王帆","M","1082-10-29","1148-11-06","平民","129478","129511","4"
"129620","5","王桂兰","F","1072-12-28","1137-09-06","平民","129478","129511","4"
"129621","5","王秀兰","F","1081-01-25","1163-05-24","平民","129478","129511","4"
"129622","5","王小红","F","1096-10-18","1144-10-11","平民","129478","129511","4"
"129623","5","王欣","F","1093-12-01","1101-06-02","平民","129478","129511","4"
"129624","5","王畅","F","1078-04-04","1157-12-17","平民","129478","129495","4"
"129625","5","王丽丽","F","1072-12-07","1154-10-03","平民","129478","129495","4"
"129626","5","王利","M","1093-12-17","1139-07-07","平民","129478","129495","4"
"129627","5","王建国","M","1096-11-30","1146-12-21","平民","129478","129495","4"
"129628","5","王雪","F","1074-05-05","1115-04-01","平民","129478","129495","4"
