"member_id","tree_id","full_name","gender","birth_date","death_date","biography","father_member_id","mother_member_id","generation"
"202402","15","李想","M","0986-04-29","1056-03-25","家族始祖","","","1"
"202403","15","李琴","F","0982-02-01","1053-02-10","始祖配偶","","","1"
"202404","15","李利","M","1030-11-28","1104-03-04","平民","202402","202403","2"
"202405","15","李帅","M","1021-10-23","1097-06-05","平民","202402","202403","2"
"202406","15","李杨","M","1019-06-10","1081-01-19","平民","202402","202403","2"
"202407","15","李宇","M","1007-12-12","1082-11-10","平民","202402","202403","2"
"202408","15","李杨","M","1006-06-29","1083-06-20","平民","202402","202403","2"
"202409","15","李勇","M","1031-01-01","1076-02-20","平民","202402","202403","2"
"202410","15","李博","M","1014-10-09","1019-05-27","平民","202402","202403","2"
"202411","15","李敏","F","1009-03-03","1057-12-31","平民","202402","202403","2"
"202412","15","李秀华","F","1007-12-25","1064-02-28","平民","202402","202403","2"
"202413","15","李玉兰","F","1011-07-14","1072-05-03","平民","202402","202403","2"
"202414","15","李秀芳","F","1039-02-17","","姻亲·配偶","","","2"
"202415","15","李桂芳","F","1031-10-17","","姻亲·配偶","","","2"
"202416","15","李玉","F","1018-05-15","","姻亲·配偶","","","2"
"202417","15","李冬梅","F","1004-06-15","","姻亲·配偶","","","2"
"202418","15","李荣","F","1008-10-14","","姻亲·配偶","","","2"
"202419","15","李玉珍","F","1025-03-03","","姻亲·配偶","","","2"
"202420","15","李凤英","F","1018-03-15","","姻亲·配偶","","","2"
"202421","15","李健","M","1009-06-23","","姻亲·配偶","","","2"
"202422","15","李俊","M","1015-11-22","","姻亲·配偶","","","2"
"202423","15","李楠","M","1012-04-01","","姻亲·配偶","","","2"
"202424","15","李建华","M","1066-01-06","1141-07-18","平民","202404","202415","3"
"202425","15","李玉珍","F","1066-06-03","1110-12-08","平民","202404","202415","3"
"202426","15","李璐","F","1053-05-24","1098-10-29","平民","202404","202415","3"
"202427","15","李秀云","F","1051-06-19","1117-07-11","平民","202404","202415","3"
"202428","15","李淑华","F","1054-10-28","1137-05-20","平民","202404","202415","3"
"202429","15","李秀华","F","1063-12-12","1146-10-09","平民","202404","202416","3"
"202430","15","李洋","M","1063-01-26","1146-09-28","平民","202404","202416","3"
"202431","15","李慧","F","1056-12-09","1106-03-12","平民","202404","202416","3"
"202432","15","李建平","M","1060-11-09","1105-12-13","平民","202404","202416","3"
"202433","15","李秀英","F","1050-05-01","1113-01-20","平民","202405","202417","3"
"202434","15","李峰","M","1049-04-11","1061-10-21","平民","202405","202417","3"
"202435","15","李倩","F","1059-05-03","1131-10-23","平民","202405","202417","3"
"202436","15","李杨","M","1046-11-16","1118-12-21","平民","202405","202417","3"
"202437","15","李凤英","F","1064-06-06","1077-09-10","平民","202405","202417","3"
