"member_id","tree_id","full_name","gender","birth_date","death_date","biography","father_member_id","mother_member_id","generation"
"137866","6","冯勇","M","0986-02-03","1045-12-18","家族始祖","","","1"
"137867","6","冯晶","F","0982-10-24","1032-09-08","始祖配偶","","","1"
"137868","6","冯桂英","F","1023-02-14","1107-03-16","平民","137866","137867","2"
"137869","6","冯凤英","F","1008-02-22","1072-07-28","平民","137866","137867","2"
"137870","6","冯玉兰","F","1029-10-20","1111-01-23","平民","137866","137867","2"
"137871","6","冯雷","M","1017-10-30","1089-08-27","平民","137866","137867","2"
"137872","6","冯桂珍","F","1008-01-07","1097-09-07","平民","137866","137867","2"
"137873","6","冯瑞","M","1009-12-09","1097-03-26","平民","137866","137867","2"
"137874","6","冯凤英","F","1007-04-05","1084-01-20","平民","137866","137867","2"
"137875","6","冯红梅","F","1022-05-18","1094-10-10","平民","137866","137867","2"
"137876","6","冯宇","M","1017-02-04","1059-04-19","平民","137866","137867","2"
"137877","6","冯宁","M","1016-10-02","1095-07-01","平民","137866","137867","2"
"137878","6","冯秀华","F","1016-06-03","","姻亲·配偶","","","2"
"137879","6","冯桂花","F","1000-07-12","","姻亲·配偶","","","2"
"137880","6","冯荣","F","1009-08-13","","姻亲·配偶","","","2"
"137881","6","冯桂英","F","1012-01-21","","姻亲·配偶","","","2"
"137882","6","冯帆","M","1031-03-24","","姻亲·配偶","","","2"
"137883","6","冯建平","M","1017-09-21","","姻亲·配偶","","","2"
"137884","6","冯帆","M","1038-10-11","","姻亲·配偶","","","2"
"137885","6","冯岩","M","1011-10-17","","姻亲·配偶","","","2"
"137886","6","冯雷","M","1016-05-09","","姻亲·配偶","","","2"
"137887","6","冯军","M","1026-09-28","","姻亲·配偶","","","2"
"137888","6","冯东","M","1039-05-30","1046-11-29","平民","137871","137878","3"
"137889","6","冯淑英","F","1043-12-09","1112-09-20","平民","137871","137878","3"
"137890","6","冯军","M","1046-10-28","1047-07-31","平民","137871","137878","3"
"137891","6","冯春梅","F","1051-12-30","1117-09-24","平民","137871","137878","3"
"137892","6","冯桂珍","F","1039-08-10","1100-02-13","平民","137871","137878","3"
"137893","6","冯洋","M","1046-04-18","1135-07-23","平民","137871","137880","3"
"137894","6","冯桂香","F","1040-03-12","1119-07-23","平民","137871","137880","3"
"137895","6","冯颖","F","1056-12-12","1131-10-06","平民","137871","137880","3"
"137896","6","冯瑞","M","1059-08-15","1106-06-15","平民","137871","137880","3"
"137897","6","冯鹏","M","1051-07-05","1093-10-10","平民","137871","137880","3"
"137898","6","冯建军","M","1050-11-08","1101-04-06","平民","137871","137868","3"
"137899","6","冯峰","M","1037-12-23","1101-09-26","平民","137871","137868","3"
"137900","6","冯建华","M","1057-03-21","1098-07-15","平民","137871","137868","3"
"137901","6","冯想","M","1048-02-03","1122-09-22","平民","137873","137879","3"
"137902","6","冯龙","M","1038-05-16","1099-05-20","平民","137873","137879","3"
