"member_id","tree_id","full_name","gender","birth_date","death_date","biography","father_member_id","mother_member_id","generation"
"172404","11","丁飞","M","1011-12-02","1079-01-18","家族始祖","","","1"
"172405","11","丁云","F","1006-04-09","1069-03-06","始祖配偶","","","1"
"172406","11","丁宇","M","1055-11-17","1117-07-31","平民","172404","172405","2"
"172407","11","丁磊","M","1044-01-07","1089-02-14","平民","172404","172405","2"
"172408","11","丁秀云","F","1037-10-30","1122-02-05","平民","172404","172405","2"
"172409","11","丁丽丽","F","1040-03-21","1102-10-13","平民","172404","172405","2"
"172410","11","丁坤","M","1042-05-22","1103-08-31","平民","172404","172405","2"
"172411","11","丁娟","F","1050-03-03","1127-11-29","平民","172404","172405","2"
"172412","11","丁丹","F","1049-07-24","1055-06-29","平民","172404","172405","2"
"172413","11","丁丹","F","1032-04-23","1044-12-23","平民","172404","172405","2"
"172414","11","丁平","M","1037-07-20","1094-05-22","平民","172404","172405","2"
"172415","11","丁宁","M","1045-12-06","1089-08-18","平民","172404","172405","2"
"172416","11","丁霞","F","1052-11-18","","姻亲·配偶","","","2"
"172417","11","丁秀华","F","1034-06-30","","姻亲·配偶","","","2"
"172418","11","丁秀荣","F","1047-06-21","","姻亲·配偶","","","2"
"172419","11","丁玉英","F","1042-04-24","","姻亲·配偶","","","2"
"172420","11","丁飞","M","1042-01-23","","姻亲·配偶","","","2"
"172421","11","丁岩","M","1030-12-18","","姻亲·配偶","","","2"
"172422","11","丁欢","M","1058-03-10","","姻亲·配偶","","","2"
"172423","11","丁鑫","M","1045-11-28","","姻亲·配偶","","","2"
"172424","11","丁彬","M","1041-08-03","","姻亲·配偶","","","2"
"172425","11","丁岩","M","1097-10-09","1157-09-08","平民","172406","172413","3"
"172426","11","丁桂香","F","1091-08-31","1171-03-04","平民","172406","172413","3"
"172427","11","丁丽丽","F","1081-06-21","1088-02-09","平民","172406","172413","3"
"172428","11","丁娟","F","1079-10-31","1148-10-20","平民","172406","172413","3"
"172429","11","丁浩","M","1078-05-18","1123-08-29","平民","172406","172413","3"
"172430","11","丁慧","F","1086-09-26","1131-12-11","平民","172406","172413","3"
